,ID,Depth,Surface Area,number of images
21,229111A,343,0,0
0,sp-o11454,215,4238750,37
1,sp-o11454,214,3865000,44
2,sp-o11454,213,3580000,37
3,sp-o11454,212,3209375,61
4,sp-o11454,216,4591250,38
5,sp-o11454,217,5038750,105
6,sp-o11454,218,5338125,55
7,sp-o11454,219,5728125,54
8,sp-o11454,220,6163750,47
9,sp-o11454,211,2915625,46
10,sp-o11454,210,2565625,75
11,sp-o11454,209,2318750,70
12,sp-o11454,208,2032500,69
13,sp-o11454,207,1708125,32
14,sp-o11454,206,1487500,75
15,sp-o11454,205,1243125,24
16,sp-o11454,223,7490000,7
17,sp-o11454,222,7239375,87
18,sp-o11454,224,0,0
19,sp-o11454,221,6614375,31
0,RE704,9,5076875,110
1,RE704,8,4772500,93
2,RE704,7,4390000,72
3,RE704,10,5356875,100
4,RE704,11,5528750,55
5,RE704,6,4051250,36
6,RE704,5,3485000,12
7,RE704,4,0,2
8,RE704,22,0,0
0,LAURISTON,477,1718750,103
1,LAURISTON,476,1587500,117
2,LAURISTON,478,1822500,89
3,LAURISTON,479,1923125,76
4,LAURISTON,475,1468125,44
5,LAURISTON,474,1339375,29
6,LAURISTON,473,1230000,18
7,LAURISTON,472,1142500,19
8,LAURISTON,471,883125,8
9,LAURISTON,470,916250,6
10,LAURISTON,469,625,2
11,LAURISTON,468,0,4
0,120211A,562,7711875,280
1,120211A,563,0,4
2,120211A,561,7351875,60
3,120211A,560,7120625,35
4,120211A,559,6679375,9
5,120211A,558,6443750,20
6,120211A,557,6104375,3
7,120211A,556,5736875,9
8,120211A,555,5343125,2
9,120211A,554,5140000,3
10,120211A,553,0,1
11,120211A,552,4616875,8
12,120211A,551,4228750,7
13,120211A,550,3912500,5
14,120211A,549,3359375,2
15,120211A,548,3135625,15
16,120211A,547,2895000,14
17,120211A,546,2621250,33
18,120211A,545,2414375,34
19,120211A,544,2131875,11
20,120211A,543,1923750,4
21,120211A,542,1778750,4
22,120211A,564,0,0
0,410573,387,33850625,56
1,410573,386,31851875,68
2,410573,385,32575625,74
3,410573,384,30796875,69
4,410573,383,33464375,119
5,410573,382,36396875,74
6,410573,388,34533750,75
7,410573,389,35005625,68
8,410573,390,36715000,25
9,410573,391,0,0
10,410573,381,23748750,2
11,410573,380,0,0
0,229407A,166,1628750,148
1,229407A,165,1585000,170
2,229407A,164,1530000,147
3,229407A,163,1476875,197
4,229407A,167,1136250,5
5,229407A,162,1414375,181
6,229407A,161,1348125,160
7,229407A,160,1294375,41
0,418.1,949,57523125,167
1,418.1,948,53970000,72
2,418.1,950,60235000,359
3,418.1,951,62253750,329
4,418.1,947,49636250,65
5,418.1,952,63138750,88
0,419069,518,5284375,140
1,419069,517,5042500,33
2,419069,519,5486250,8
3,419069,520,5740000,5
4,419069,516,4740625,40
5,419069,515,4589375,21
6,419069,514,4335000,29
7,419069,513,4086875,37
8,419069,512,3908125,43
9,419069,511,3706250,53
10,419069,510,3531250,67
11,419069,509,3305000,52
12,419069,508,3039375,15
13,419069,507,2755625,10
14,419069,506,2525000,12
15,419069,505,2387500,10
16,419069,521,5790000,3
17,419069,522,6053750,4
18,419069,523,6324375,11
19,419069,524,6542500,31
20,419069,525,6537500,7
0,225256A,423,13156875,41
1,225256A,422,13041250,28
2,225256A,421,12878125,23
3,225256A,420,12685625,29
4,225256A,419,12530625,40
5,225256A,418,12375625,42
6,225256A,417,10640000,18
7,225256A,416,11947500,22
8,225256A,415,11734375,17
9,225256A,414,11534375,31
10,225256A,424,13326250,27
11,225256A,425,13345000,17
12,225256A,426,13532500,11
13,225256A,427,13609375,18
14,225256A,413,11354375,25
15,225256A,412,11195625,7
16,225256A,411,11126875,12
17,225256A,410,11330000,9
18,225256A,409,10621875,6
19,225256A,408,10601250,9
20,225256A,407,10520000,11
21,225256A,406,8644375,3
22,225256A,405,10153125,8
23,225256A,404,9210625,8
24,225256A,403,9858750,9
25,225256A,402,9673750,11
26,225256A,401,9395625,10
27,225256A,400,9846250,10
28,225256A,399,3750,10
29,225256A,398,8917500,16
30,225256A,397,8807500,44
31,225256A,396,8576250,31
32,225256A,395,8424375,19
33,225256A,394,8538125,23
34,225256A,393,8027500,23
35,225256A,392,6875,12
36,225256A,391,0,3
37,225256A,428,12867500,13
38,225256A,429,13788750,27
39,225256A,430,13906875,15
40,225256A,431,13969375,31
41,225256A,432,14129375,25
42,225256A,433,14187500,22
43,225256A,434,14284375,19
44,225256A,435,14348750,21
45,225256A,436,14460000,26
46,225256A,437,14501875,12
47,225256A,438,14576875,19
48,225256A,439,14600000,44
49,225256A,440,14731875,39
50,225256A,441,14743125,43
51,225256A,442,14871875,15
52,225256A,443,14968750,17
53,225256A,444,15026250,25
54,225256A,445,15158125,21
0,418035,570,43786875,5
1,418035,569,42581875,1
2,418035,568,0,0
3,418035,567,37010000,1
4,418035,566,40702500,2
5,418035,565,35473750,1
6,418035,564,38561250,23
7,418035,563,38163125,11
8,418035,562,37048750,5
9,418035,561,36183750,2
10,418035,560,35363125,2
11,418035,559,35106875,16
12,418035,558,33850625,10
13,418035,557,33200000,9
14,418035,556,32352500,18
15,418035,555,31640000,22
16,418035,554,30852500,19
17,418035,553,29991250,10
18,418035,552,28543125,4
19,418035,551,25530625,1
20,418035,550,27577500,5
21,418035,549,26688750,4
22,418035,548,25933750,5
23,418035,547,25166250,28
24,418035,546,24309375,7
25,418035,545,23464375,20
26,418035,544,22468750,8
27,418035,543,21916250,17
28,418035,542,21015000,56
29,418035,541,20228125,51
30,418035,540,19410625,28
31,418035,539,18258750,9
32,418035,538,18016875,21
33,418035,537,17261250,31
34,418035,536,16360000,18
35,418035,535,15674375,16
36,418035,534,15029375,11
37,418035,533,14151250,12
38,418035,532,13336875,25
39,418035,531,12900625,13
40,418035,530,12103750,21
41,418035,529,11483125,16
42,418035,528,10810000,4
43,418035,527,9659375,1
44,418035,526,9194375,4
45,418035,525,9256250,8
46,418035,524,10000,3
47,418035,571,44168750,5
48,418035,572,44518125,8
0,SANDHURST,335,248750,147
1,SANDHURST,334,245000,157
2,SANDHURST,333,236250,99
3,SANDHURST,336,232500,7
4,SANDHURST,332,209375,40
5,SANDHURST,331,188125,26
6,SANDHURST,330,170000,14
7,SANDHURST,329,148125,11
8,SANDHURST,328,111250,7
9,SANDHURST,327,121875,7
10,SANDHURST,325,0,0
11,SANDHURST,324,0,0
12,SANDHURST,326,101250,4
0,219027,102,645000,665
1,219027,101,620625,95
2,219027,100,588125,54
3,219027,99,525000,37
4,219027,103,595000,6
5,219027,98,471875,23
6,219027,97,464375,21
7,219027,96,371875,13
8,219027,95,80000,10
9,219027,94,285000,17
10,219027,93,240625,28
11,219027,92,216250,31
12,219027,91,215000,10
13,219027,90,105000,3
14,219027,89,105000,7
15,219027,104,0,0
16,219027,105,0,0
17,219027,106,200625,1
0,742.1,96,17086875,276
1,742.1,97,17198750,105
2,742.1,95,17219375,271
3,742.1,94,16909375,161
4,742.1,93,9408125,38
5,742.1,98,150625,19
6,742.1,99,0,2
7,742.1,100,0,0
8,742.1,92,0,0
0,MALMSBURY,447,2249375,70
1,MALMSBURY,448,2315625,15
2,MALMSBURY,449,2807500,5
3,MALMSBURY,446,1985625,22
4,MALMSBURY,445,1713125,39
5,MALMSBURY,444,1575625,71
6,MALMSBURY,443,1303750,84
7,MALMSBURY,442,1040625,64
8,MALMSBURY,441,700625,55
9,MALMSBURY,440,567500,18
10,MALMSBURY,439,374375,33
11,MALMSBURY,438,270625,40
0,401565,1201,451875,24
1,401565,1200,428750,13
2,401565,1199,416250,18
3,401565,1198,380625,18
4,401565,1202,480625,15
5,401565,1195,356250,16
6,401565,1192,298125,24
7,401565,1191,281250,43
8,401565,1190,251875,58
9,401565,1189,241250,55
10,401565,1188,61250,2
11,401565,1193,343750,19
12,401565,1194,354375,11
13,401565,1196,359375,17
14,401565,1197,440625,14
15,401565,1204,513125,27
16,401565,1205,548750,36
17,401565,1203,496250,19
18,401565,1206,565625,21
19,401565,1208,585625,31
20,401565,1209,628750,19
21,401565,1207,570000,19
22,401565,1210,631875,23
23,401565,1211,661250,30
24,401565,1212,692500,35
25,401565,1213,721250,68
26,401565,1214,740625,52
27,401565,1215,771875,17
28,401565,1216,744375,8
29,401565,1218,0,0
30,401565,1217,0,0
0,DAM_MARDI.1,40,578125,106
1,DAM_MARDI.1,39,551250,75
2,DAM_MARDI.1,38,538125,63
3,DAM_MARDI.1,37,508125,53
4,DAM_MARDI.1,36,491250,47
5,DAM_MARDI.1,35,470625,64
6,DAM_MARDI.1,34,434375,55
7,DAM_MARDI.1,33,411250,57
8,DAM_MARDI.1,32,390625,36
9,DAM_MARDI.1,31,357500,17
10,DAM_MARDI.1,41,0,0
11,DAM_MARDI.1,30,343750,4
12,DAM_MARDI.1,29,305625,3
13,DAM_MARDI.1,28,0,1
0,RE670,482,244375,38
1,RE670,481,166875,50
2,RE670,483,256875,20
3,RE670,484,323125,14
4,RE670,485,301250,22
5,RE670,486,398125,29
6,RE670,487,473750,13
7,RE670,488,533750,17
8,RE670,489,548750,21
9,RE670,490,637500,16
10,RE670,491,676250,42
11,RE670,492,735000,23
12,RE670,493,790000,48
13,RE670,480,115625,84
14,RE670,479,90000,56
15,RE670,478,43125,11
16,RE670,494,686875,10
0,RE604,337,663750,22
1,RE604,338,0,0
2,RE604,339,0,1
3,RE604,340,753750,1
4,RE604,341,0,0
5,RE604,342,0,0
6,RE604,343,491250,11
7,RE604,344,473750,14
8,RE604,345,756250,15
9,RE604,346,737500,20
10,RE604,347,697500,11
11,RE604,348,692500,6
12,RE604,349,503125,10
13,RE604,350,501250,4
14,RE604,351,491250,4
15,RE604,352,0,3
16,RE604,353,727500,7
17,RE604,354,691875,259
18,RE604,355,745625,96
19,RE604,356,756250,23
0,138121A,216,3370625,357
1,138121A,217,3350000,186
2,138121A,215,3367500,114
3,138121A,214,3228125,83
4,138121A,213,3130000,119
5,138121A,212,3031875,53
6,138121A,211,2942500,52
7,138121A,210,2851875,50
8,138121A,209,2791875,60
9,138121A,208,2713750,34
10,138121A,207,2575625,32
11,138121A,218,0,1
12,138121A,206,2498125,21
0,ODSS_21140_WSLAHD.1,186,1818125,85
1,ODSS_21140_WSLAHD.1,185,1738125,71
2,ODSS_21140_WSLAHD.1,184,1678125,87
3,ODSS_21140_WSLAHD.1,183,1571250,43
4,ODSS_21140_WSLAHD.1,187,1868750,30
5,ODSS_21140_WSLAHD.1,188,1932500,65
6,ODSS_21140_WSLAHD.1,189,1994375,37
7,ODSS_21140_WSLAHD.1,190,2035000,19
8,ODSS_21140_WSLAHD.1,191,2062500,18
9,ODSS_21140_WSLAHD.1,192,2103125,32
10,ODSS_21140_WSLAHD.1,193,2228125,29
11,ODSS_21140_WSLAHD.1,182,1517500,39
12,ODSS_21140_WSLAHD.1,181,1456250,19
13,ODSS_21140_WSLAHD.1,180,15000,5
14,ODSS_21140_WSLAHD.1,194,2193750,23
15,ODSS_21140_WSLAHD.1,195,2235625,19
16,ODSS_21140_WSLAHD.1,196,2259375,16
17,ODSS_21140_WSLAHD.1,197,2243125,8
18,ODSS_21140_WSLAHD.1,198,0,0
19,ODSS_21140_WSLAHD.1,199,0,0
0,158.1,125,1072500,657
1,158.1,126,1102500,202
2,158.1,127,1300625,57
3,158.1,124,1043750,105
4,158.1,123,900625,24
5,158.1,122,8750,8
6,158.1,121,371250,5
7,158.1,120,37500,4
8,158.1,119,555000,9
9,158.1,128,64375,6
10,158.1,118,625,2
11,158.1,129,10625,1
12,158.1,117,0,0
13,158.1,130,0,0
0,130314B,201,3705000,16
1,130314B,200,3243125,26
2,130314B,199,2868125,25
3,130314B,198,2501875,30
4,130314B,202,4185000,27
5,130314B,203,4646250,32
6,130314B,197,2083125,97
7,130314B,196,1736875,20
8,130314B,205,5493750,7
9,130314B,206,5843125,3
10,130314B,207,5815000,2
11,130314B,204,5129375,14
12,130314B,195,1601875,8
13,130314B,208,7372500,3
14,130314B,210,8138125,14
15,130314B,213,10587500,64
16,130314B,214,11218125,62
17,130314B,215,11632500,33
18,130314B,216,11808750,7
19,130314B,212,9911875,44
20,130314B,211,9142500,36
21,130314B,209,7565625,5
0,401570,1096,341875,82
1,401570,1097,343750,79
2,401570,1099,344375,72
3,401570,1098,341875,84
4,401570,1093,336250,68
5,401570,1091,326250,61
6,401570,1095,333125,105
7,401570,1094,334375,66
8,401570,1100,340625,55
9,401570,1101,340625,38
10,401570,1092,334375,78
11,401570,1090,328125,64
12,401570,1088,317500,54
13,401570,1089,321875,56
14,401570,1085,306875,41
15,401570,1086,310000,53
16,401570,1087,315625,50
17,401570,1084,299375,42
18,401570,1083,290000,29
19,401570,1082,290000,10
20,401570,1081,0,2
21,401570,1102,345625,21
22,401570,1079,0,1
23,401570,1077,5000,1
24,401570,1080,0,2
25,401570,1078,0,0
26,401570,1103,343125,5
27,401570,1104,0,0
0,228224A,155,2874375,59
1,228224A,154,2690000,91
2,228224A,156,2953750,50
3,228224A,153,2584375,142
4,228224A,152,2438125,53
5,228224A,151,2215625,13
6,228224A,157,2991250,114
7,228224A,158,56250,6
0,MCCAY,407,171875,191
1,MCCAY,406,158750,163
2,MCCAY,405,139375,65
3,MCCAY,408,184375,24
4,MCCAY,404,119375,46
5,MCCAY,403,110000,24
6,MCCAY,402,86875,3
0,410748,663,5511250,118
1,410748,662,5500625,121
2,410748,661,5303125,20
3,410748,660,4971875,6
4,410748,659,4921875,11
5,410748,658,4722500,25
6,410748,657,4535000,20
7,410748,656,4426875,17
8,410748,655,4336250,20
9,410748,654,4141250,11
10,410748,653,4017500,41
11,410748,652,3764375,35
12,410748,651,3602500,27
13,410748,650,3451250,29
14,410748,649,3186250,19
15,410748,648,3080625,40
16,410748,647,2932500,28
17,410748,646,2756250,24
18,410748,664,0,0
0,136210A,307,17575000,72
1,136210A,306,16213125,37
2,136210A,305,15049375,28
3,136210A,308,0,2
4,136210A,304,13854375,23
5,136210A,303,11590625,64
6,136210A,302,9610000,50
7,136210A,301,7852500,33
8,136210A,300,6860625,21
9,136210A,299,6335000,66
10,136210A,298,5425625,41
11,136210A,297,4065625,16
12,136210A,296,3088125,21
13,136210A,295,2477500,34
14,136210A,294,1942500,17
15,136210A,293,1106250,30
16,136210A,292,877500,22
17,136210A,291,548125,2
18,136210A,309,0,0
19,136210A,311,0,0
20,136210A,310,0,0
0,562.1,479,6766250,42
1,562.1,478,6428750,38
2,562.1,477,5383125,24
3,562.1,476,5348125,30
4,562.1,475,4880625,19
5,562.1,474,4999375,18
6,562.1,473,16250,8
7,562.1,472,3032500,2
8,562.1,471,224375,5
9,562.1,480,7111875,35
10,562.1,481,7238750,37
11,562.1,482,7393750,32
12,562.1,483,7593750,29
13,562.1,484,7738125,22
14,562.1,485,7815625,39
15,562.1,486,7885000,26
16,562.1,487,7939375,42
17,562.1,488,7930000,30
18,562.1,470,0,2
19,562.1,469,467500,2
20,562.1,468,1710000,3
21,562.1,467,1572500,10
0,410131,350,30717500,32
1,410131,351,31399375,27
2,410131,349,28652500,62
3,410131,348,27802500,41
4,410131,347,26507500,69
5,410131,346,25236250,151
6,410131,345,24278750,129
7,410131,344,23490625,41
8,410131,343,21895000,67
9,410131,352,32925625,37
10,410131,353,34513125,57
11,410131,354,36306875,34
12,410131,355,37601250,33
13,410131,356,39220000,29
14,410131,357,41555000,13
15,410131,358,43251875,13
16,410131,359,45310625,22
17,410131,342,20620000,30
18,410131,341,19853750,52
19,410131,340,17600625,14
20,410131,339,17806250,28
21,410131,338,16621875,64
22,410131,337,8635000,3
23,410131,336,14381250,6
24,410131,335,13075000,3
25,410131,334,10212500,4
26,410131,333,0,1
27,410131,332,0,0
28,410131,331,3789375,2
29,410131,330,0,0
30,410131,329,0,3
31,410131,328,0,0
32,410131,327,8370000,5
33,410131,326,8643750,4
34,410131,325,0,0
35,410131,324,0,0
36,410131,323,7195625,7
37,410131,360,46985625,41
38,410131,361,48276250,61
39,410131,362,36646875,3
40,410131,363,0,0
0,130360A,252,46250,174
1,130360A,255,287500,5
2,130360A,257,520000,7
3,130360A,258,689375,10
4,130360A,256,383125,9
5,130360A,254,196250,2
6,130360A,253,106875,12
7,130360A,259,960000,14
8,130360A,260,1225625,17
9,130360A,265,2310000,120
10,130360A,264,2186250,68
11,130360A,263,1994375,59
12,130360A,262,1779375,50
13,130360A,261,1540000,28
14,130360A,266,0,0
0,sp-o10334,265,61820000,19
1,sp-o10334,264,59428750,14
2,sp-o10334,263,57815625,9
3,sp-o10334,262,54261250,16
4,sp-o10334,261,52395000,9
5,sp-o10334,260,51416875,20
6,sp-o10334,259,49650000,37
7,sp-o10334,258,46993125,12
8,sp-o10334,257,44410625,11
9,sp-o10334,256,43361875,15
10,sp-o10334,255,40993750,6
11,sp-o10334,254,38762500,8
12,sp-o10334,253,36329375,9
13,sp-o10334,252,36120000,9
14,sp-o10334,266,63181875,11
15,sp-o10334,267,65438750,10
16,sp-o10334,268,67548750,16
17,sp-o10334,269,69829375,17
18,sp-o10334,270,71798750,16
19,sp-o10334,271,73207500,5
20,sp-o10334,272,75985625,10
21,sp-o10334,273,78954375,6
22,sp-o10334,274,80843750,10
23,sp-o10334,251,34203750,9
24,sp-o10334,250,0,2
25,sp-o10334,249,26970625,2
26,sp-o10334,248,28641875,4
27,sp-o10334,247,17533750,7
28,sp-o10334,246,25392500,2
29,sp-o10334,245,13984375,1
30,sp-o10334,244,0,1
31,sp-o10334,243,18125,2
32,sp-o10334,275,83555000,15
33,sp-o10334,276,86112500,15
34,sp-o10334,277,88250625,16
35,sp-o10334,278,91634375,10
36,sp-o10334,279,94668125,10
37,sp-o10334,280,96280000,25
38,sp-o10334,281,99197500,20
39,sp-o10334,282,101153125,15
40,sp-o10334,283,103547500,21
41,sp-o10334,284,106189375,17
42,sp-o10334,285,109980000,13
43,sp-o10334,286,112641250,8
44,sp-o10334,287,114805625,15
45,sp-o10334,288,115256250,9
0,222540,901,23512500,49
1,222540,900,23053125,143
2,222540,899,22328750,154
3,222540,898,21525625,66
4,222540,902,24171250,36
5,222540,903,24890625,60
6,222540,904,25406250,119
7,222540,905,26048125,193
8,222540,906,26549375,186
9,222540,907,26941875,41
10,222540,897,20911250,70
11,222540,896,20112500,65
12,222540,895,19373750,28
13,222540,909,19563125,1
14,222540,910,0,1
15,222540,908,14117500,7
0,410784,567,556250,1183
1,410784,568,567500,40
0,sp-o10438,124,3401250,995
1,sp-o10438,123,3357500,87
0,M316,9,22124375,99
1,M316,10,23263125,116
2,M316,8,0,1
3,M316,11,24471250,142
4,M316,12,25080625,221
5,M316,13,0,0
0,410543,1209,4017500,38
1,410543,1208,3715000,57
2,410543,1207,3156875,88
3,410543,1206,2776250,289
4,410543,1210,4585000,35
5,410543,1211,4909375,25
6,410543,1212,5332500,39
7,410543,1213,5886250,91
8,410543,1214,6351250,82
9,410543,1215,6734375,122
10,410543,1216,7166875,85
11,410543,1217,8005000,37
12,410543,1205,2415625,63
13,410543,1218,8778125,47
14,410543,1219,9557500,38
15,410543,1220,10155000,30
16,410543,1221,10813750,26
17,410543,1222,11526875,13
18,410543,1223,0,6
19,410543,1224,13356875,8
