ID,Depth,Surface Area,number of images after masking
410542,1119,425000,17
410542,1116,315625,8
410542,1112,248750,5
410542,1118,434375,17
410542,1114,325625,13
410542,1113,237500,9
410542,1111,205000,5
410542,1110,132500,3
410542,1109,0,3
410542,1106,135000,1
410542,1108,31875,5
410542,1107,31875,3
410542,1105,135000,1
410542,1156,0,0
410542,1100,0,3
410542,1103,0,1
410542,1102,0,1
410542,1101,0,1
410542,1098,0,0
410542,1099,0,2
410542,1104,0,0
139.2,1032,153088750,1
139.2,1031,151443125,3
139.2,1030,150206250,5
139.2,1029,147963750,17
139.2,1028,136163125,6
139.2,1027,143394375,41
139.2,1026,141187500,105
139.2,1025,138660625,104
139.2,1024,136001250,102
139.2,1023,133118750,85
139.2,1022,128998125,39
139.2,1021,125219375,13
138112A,135,3415625,431
138112A,134,3332500,493
138112A,133,3158750,130
138112A,136,0,0
138112A,132,2969375,54
138112A,131,2833750,48
138112A,130,2713750,12
138112A,129,2486250,31
138112A,128,2170625,51
138112A,127,1950625,23
138112A,126,1855000,5
138112A,125,1605000,4
138112A,124,1473750,6
138112A,123,1321875,4
138112A,122,61875,2
138112A,121,155000,4
138112A,120,771875,5
138112A,138,0,0
410765,577,956250,900
410765,576,921875,60
410765,575,0,0
613.1,471,728125,42
613.1,470,669375,45
613.1,472,775000,35
613.1,469,646875,26
613.1,468,580625,16
613.1,467,527500,24
613.1,466,453750,15
613.1,465,401875,10
613.1,464,341875,8
613.1,473,760625,2
613.1,463,299375,7
613.1,462,260000,7
613.1,461,170625,3
613.1,460,0,0
232217A,600,706875,24
232217A,599,431875,10
232217A,598,321875,30
232217A,597,238125,15
232217A,596,179375,11
232217A,595,75625,35
232217A,594,40625,25
232217A,601,846250,14
232217A,602,1056250,23
232217A,603,1215625,42
232217A,604,1315000,32
229405A,245,2941250,117
229405A,244,2920000,216
229405A,243,0,0
229405A,242,0,0
658.1,158,5862500,581
658.1,159,5961250,312
658.1,160,2561250,14
658.1,157,5439375,20
658.1,156,4886875,20
658.1,155,4190625,3
658.1,161,0,0
298.1,232,42845625,70
298.1,231,41385000,71
298.1,230,39815625,70
298.1,229,38115625,55
298.1,228,36660625,48
298.1,227,34745000,58
298.1,233,43878750,77
298.1,234,44835625,43
298.1,235,29582500,16
298.1,226,32197500,26
298.1,236,0,2
298.1,225,17611250,14
298.1,221,0,1
145021A,205,2818125,35
145021A,204,2736875,29
145021A,203,2665625,21
145021A,202,2548125,24
145021A,201,2438750,38
145021A,200,2314375,16
145021A,199,2160625,6
145021A,198,1877500,3
145021A,197,0,1
145021A,196,1756250,16
145021A,195,1729375,21
145021A,194,1511875,5
145021A,193,1427500,13
145021A,192,1333125,42
145021A,191,1247500,13
145021A,190,1108125,28
145021A,189,982500,1
145021A,206,2916875,96
145021A,207,2933750,92
145021A,208,0,0
145021A,209,0,0
142801A,39,18925625,102
142801A,38,18280000,58
142801A,37,16970000,56
142801A,36,15960625,94
142801A,35,14748750,82
142801A,34,13424375,66
142801A,33,12416875,23
142801A,32,10720625,9
142801A,31,9392500,18
142801A,30,8728125,22
142801A,29,8126250,15
142801A,28,7437500,5
142801A,27,6359375,7
142801A,26,4670625,6
142801A,25,5101250,13
142801A,24,4730000,12
142801A,40,0,0
210097,275,22946250,200
210097,276,22973125,127
210097,277,23000625,5
210097,278,2286250,1
210097,274,22831250,113
210097,273,22641250,104
210097,272,22463750,210
210097,271,22266875,227
210097,270,22063125,132
210097,269,21621875,68
210097,268,21360625,38
210097,267,20946250,53
210097,266,20532500,121
210097,265,20335625,128
210097,264,19610625,92
210097,263,19264375,97
210097,262,18579375,86
210097,261,18334375,56
210097,260,17485000,91
210097,259,17344375,113
210097,258,16293750,76
210097,257,16001250,47
210097,256,15691250,28
210097,255,15175625,29
210097,254,14845625,26
210097,253,14316875,79
210097,252,14205625,75
210097,251,12775625,27
210097,250,12431875,32
210097,249,11893750,31
210097,248,11468125,37
210097,247,11221250,35
210097,222,0,0
210097,192,0,0
210097,220,0,0
210097,190,0,0
ODSS_57389_WSLAHD.1,59,12994375,297
ODSS_57389_WSLAHD.1,60,13817500,93
ODSS_57389_WSLAHD.1,61,0,1
ODSS_57389_WSLAHD.1,62,0,0
ODSS_57389_WSLAHD.1,58,10793750,220
ODSS_57389_WSLAHD.1,57,8777500,200
ODSS_57389_WSLAHD.1,56,6462500,145
ODSS_57389_WSLAHD.1,55,4536250,113
ODSS_57389_WSLAHD.1,54,3575000,163
ODSS_57389_WSLAHD.1,53,2786875,101
ODSS_57389_WSLAHD.1,52,2461250,13
ODSS_57389_WSLAHD.1,49,0,0
ODSS_57389_WSLAHD.1,38,0,0
ODSS_57389_WSLAHD.1,27,0,0
ODSS_57389_WSLAHD.1,16,0,0
ODSS_57389_WSLAHD.1,5,0,0
ODSS_57389_WSLAHD.1,110,0,0
ODSS_57389_WSLAHD.1,51,0,0
RE851,342,131875,247
RE851,341,117500,73
RE851,340,119375,48
RE851,339,115625,51
RE851,343,0,0
RE851,338,115625,34
RE851,337,88125,24
RE851,336,84375,15
RE851,335,56250,11
RE851,334,8750,4
RE851,333,0,5
RE851,332,0,1
RE851,331,21250,1
RE851,330,8125,1
WARTOOK,438,5271875,40
WARTOOK,437,3190625,4
WARTOOK,439,6798125,166
WARTOOK,440,7840625,286
WARTOOK,441,8066250,165
WARTOOK,442,0,0
625.1,220,5266875,113
625.1,219,5268750,147
625.1,218,5237500,115
625.1,217,5268750,94
625.1,221,5265625,32
625.1,222,3726250,18
625.1,216,5218125,16
625.1,223,14375,1
625.1,224,0,0
136003C,94,1396250,147
136003C,93,1326250,310
136003C,92,1269375,582
136003C,91,1131250,112
136003C,90,951250,41
136003C,95,358125,3
136003C,89,818125,34
136003C,96,1041250,2
136003C,98,1351250,3
136003C,97,0,0
136003C,101,962500,2
136003C,100,0,0
136003C,99,0,1
222538,1154,121584375,31
222538,1153,120773750,52
222538,1152,118740000,46
222538,1151,116305625,33
222538,1150,112271875,33
222538,1149,111380000,47
222538,1148,108581875,56
222538,1147,105662500,106
222538,1146,104265000,146
222538,1155,121981875,3
222538,1145,102825000,135
222538,1144,100418125,94
222538,1143,97759375,81
222538,1142,95195625,173
222538,1141,94273750,158
222538,1140,91485000,89
222538,1139,89308750,121
222538,1138,87501875,93
222538,1137,85215625,50
222538,1136,82712500,57
222538,1135,80277500,59
222538,1134,78492500,41
222538,1133,75364375,38
222538,1132,73890625,64
222538,1131,72271875,93
222538,1130,70243125,114
222538,1129,68811875,111
222538,1128,66598750,83
222538,1127,64348750,65
222538,1126,62145000,71
222538,1125,60511875,73
222538,1124,59002500,51
222538,1123,56335000,32
222538,1122,54909375,25
222538,1121,52451875,15
222538,1120,50623125,12
222538,1119,48406250,20
222538,1118,12816250,20
222538,1117,1875,16
222538,1116,625,11
135008A,14,855000,226
135008A,16,940000,149
135008A,15,907500,114
135008A,13,790625,115
135008A,12,735625,31
135008A,11,0,0
135008A,17,858125,2
135008A,18,229375,1
135008A,19,0,0
ODSS_21166_WSLAHD.1,191,2483125,53
ODSS_21166_WSLAHD.1,190,2371250,54
ODSS_21166_WSLAHD.1,189,2268750,66
ODSS_21166_WSLAHD.1,188,2165000,71
ODSS_21166_WSLAHD.1,187,2050625,76
ODSS_21166_WSLAHD.1,186,1945000,86
ODSS_21166_WSLAHD.1,192,2557500,55
ODSS_21166_WSLAHD.1,193,2648750,56
ODSS_21166_WSLAHD.1,194,2753750,69
ODSS_21166_WSLAHD.1,195,2847500,60
ODSS_21166_WSLAHD.1,196,2946250,50
ODSS_21166_WSLAHD.1,197,3014375,58
ODSS_21166_WSLAHD.1,198,3057500,35
ODSS_21166_WSLAHD.1,185,1835625,77
ODSS_21166_WSLAHD.1,184,1768125,61
ODSS_21166_WSLAHD.1,183,1650000,57
ODSS_21166_WSLAHD.1,182,1581875,68
ODSS_21166_WSLAHD.1,181,1469375,78
ODSS_21166_WSLAHD.1,180,1423125,60
ODSS_21166_WSLAHD.1,179,1333750,43
ODSS_21166_WSLAHD.1,178,1275625,34
ODSS_21166_WSLAHD.1,177,1203125,25
